# min dist = 9.54e-07, max dist = 1.19e-06, total time = 3.10e-06
1	0.00e+00
2	0.00e+00
3	0.00e+00
4	0.00e+00
5	0.00e+00
6	0.00e+00
7	0.00e+00
8	9.54e-07
9	0.00e+00
10	0.00e+00
11	0.00e+00
12	0.00e+00
13	0.00e+00
14	0.00e+00
15	0.00e+00
16	0.00e+00
17	0.00e+00
18	0.00e+00
19	0.00e+00
20	0.00e+00
21	0.00e+00
22	0.00e+00
23	0.00e+00
24	0.00e+00
25	0.00e+00
26	0.00e+00
27	0.00e+00
28	0.00e+00
29	0.00e+00
30	0.00e+00
31	0.00e+00
32	0.00e+00
33	0.00e+00
34	0.00e+00
35	0.00e+00
36	0.00e+00
37	0.00e+00
38	0.00e+00
39	0.00e+00
40	0.00e+00
41	0.00e+00
42	0.00e+00
43	0.00e+00
44	0.00e+00
45	0.00e+00
46	1.19e-06
47	0.00e+00
48	0.00e+00
49	0.00e+00
50	0.00e+00
51	0.00e+00
52	0.00e+00
53	0.00e+00
54	0.00e+00
55	0.00e+00
56	0.00e+00
57	0.00e+00
58	0.00e+00
59	0.00e+00
60	0.00e+00
61	0.00e+00
62	0.00e+00
63	0.00e+00
64	0.00e+00
65	0.00e+00
66	0.00e+00
67	0.00e+00
68	0.00e+00
69	0.00e+00
70	0.00e+00
71	0.00e+00
72	0.00e+00
73	0.00e+00
74	0.00e+00
75	0.00e+00
76	0.00e+00
77	0.00e+00
78	0.00e+00
79	0.00e+00
80	0.00e+00
81	0.00e+00
82	0.00e+00
83	0.00e+00
84	0.00e+00
85	9.54e-07
86	0.00e+00
87	0.00e+00
88	0.00e+00
89	0.00e+00
90	0.00e+00
91	0.00e+00
92	0.00e+00
93	0.00e+00
94	0.00e+00
95	0.00e+00
96	0.00e+00
97	0.00e+00
98	0.00e+00
99	0.00e+00
