         8	    0.000000823
        16	    0.000000885
        32	    0.000000949
        64	    0.000001118
       128	    0.000001109
       256	    0.000001147
       512	    0.000001156
      1024	    0.000001230
      2048	    0.000001426
      4096	    0.000002074
      8192	    0.000004652
     16384	    0.000005147
     32768	    0.000008421
     65536	    0.000014036
    131072	    0.000029061
    262144	    0.000052173
    524288	    0.000098882
   1048576	    0.000186954
   2097152	    0.000354519
   4194304	    0.000702872
   8388608	    0.001403594
  16777216	    0.002787058
  33554432	    0.005651433
  67108864	    0.011564884
 134217728	    0.023354807
 268435456	    0.046966858
 536870912	    0.094179890
1073741824	    0.188818562
